,Measure Name,Score
72262,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
72268,SSI - Colon Surgery: Observed Cases,0
72274,SSI - Abdominal Hysterectomy: Observed Cases,0
72280,MRSA Bacteremia: Observed Cases,2
72286,Clostridium Difficile (C.Diff): Observed Cases,4
72292,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
72298,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
72304,SSI - Colon Surgery: Observed Cases,0
72316,MRSA Bacteremia: Observed Cases,1
72322,Clostridium Difficile (C.Diff): Observed Cases,6
72328,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,14
72334,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,12
72340,SSI - Colon Surgery: Observed Cases,3
72346,SSI - Abdominal Hysterectomy: Observed Cases,1
72352,MRSA Bacteremia: Observed Cases,14
72358,Clostridium Difficile (C.Diff): Observed Cases,31
72364,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
72370,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
72376,SSI - Colon Surgery: Observed Cases,0
72382,SSI - Abdominal Hysterectomy: Observed Cases,0
72388,MRSA Bacteremia: Observed Cases,1
72394,Clostridium Difficile (C.Diff): Observed Cases,20
72400,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,9
72406,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,9
72412,SSI - Colon Surgery: Observed Cases,4
72418,SSI - Abdominal Hysterectomy: Observed Cases,0
72424,MRSA Bacteremia: Observed Cases,4
72430,Clostridium Difficile (C.Diff): Observed Cases,15
72436,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,11
72442,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,8
72448,SSI - Colon Surgery: Observed Cases,1
72454,SSI - Abdominal Hysterectomy: Observed Cases,2
72460,MRSA Bacteremia: Observed Cases,7
72466,Clostridium Difficile (C.Diff): Observed Cases,10
72472,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
72478,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,15
72484,SSI - Colon Surgery: Observed Cases,4
72490,SSI - Abdominal Hysterectomy: Observed Cases,0
72496,MRSA Bacteremia: Observed Cases,6
72502,Clostridium Difficile (C.Diff): Observed Cases,51
72508,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
72514,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
72520,SSI - Colon Surgery: Observed Cases,0
72532,MRSA Bacteremia: Observed Cases,2
72538,Clostridium Difficile (C.Diff): Observed Cases,5
72544,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
72550,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
72556,SSI - Colon Surgery: Observed Cases,0
72562,SSI - Abdominal Hysterectomy: Observed Cases,0
72568,MRSA Bacteremia: Observed Cases,5
72574,Clostridium Difficile (C.Diff): Observed Cases,20
72580,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
72586,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
72592,SSI - Colon Surgery: Observed Cases,0
72598,SSI - Abdominal Hysterectomy: Observed Cases,0
72604,MRSA Bacteremia: Observed Cases,1
72610,Clostridium Difficile (C.Diff): Observed Cases,11
72640,MRSA Bacteremia: Observed Cases,0
72646,Clostridium Difficile (C.Diff): Observed Cases,0
72652,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
72658,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,11
72664,SSI - Colon Surgery: Observed Cases,1
72670,SSI - Abdominal Hysterectomy: Observed Cases,0
72676,MRSA Bacteremia: Observed Cases,3
72682,Clostridium Difficile (C.Diff): Observed Cases,20
72688,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
72694,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
72712,MRSA Bacteremia: Observed Cases,1
72718,Clostridium Difficile (C.Diff): Observed Cases,1
72724,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
72730,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
72736,SSI - Colon Surgery: Observed Cases,4
72742,SSI - Abdominal Hysterectomy: Observed Cases,0
72748,MRSA Bacteremia: Observed Cases,4
72754,Clostridium Difficile (C.Diff): Observed Cases,3
72760,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
72766,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
72772,SSI - Colon Surgery: Observed Cases,3
72778,SSI - Abdominal Hysterectomy: Observed Cases,0
72784,MRSA Bacteremia: Observed Cases,1
72790,Clostridium Difficile (C.Diff): Observed Cases,10
72796,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,57
72802,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,74
72808,SSI - Colon Surgery: Observed Cases,25
72814,SSI - Abdominal Hysterectomy: Observed Cases,4
72820,MRSA Bacteremia: Observed Cases,19
72826,Clostridium Difficile (C.Diff): Observed Cases,278
72832,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
72838,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
72844,SSI - Colon Surgery: Observed Cases,0
72850,SSI - Abdominal Hysterectomy: Observed Cases,0
72856,MRSA Bacteremia: Observed Cases,8
72862,Clostridium Difficile (C.Diff): Observed Cases,7
72868,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,18
72874,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,24
72880,SSI - Colon Surgery: Observed Cases,8
72886,SSI - Abdominal Hysterectomy: Observed Cases,1
72892,MRSA Bacteremia: Observed Cases,11
72898,Clostridium Difficile (C.Diff): Observed Cases,68
72904,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
72910,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
72928,MRSA Bacteremia: Observed Cases,0
72934,Clostridium Difficile (C.Diff): Observed Cases,3
72940,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,28
72946,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,26
72952,SSI - Colon Surgery: Observed Cases,11
72958,SSI - Abdominal Hysterectomy: Observed Cases,2
72964,MRSA Bacteremia: Observed Cases,8
72970,Clostridium Difficile (C.Diff): Observed Cases,88
72976,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
72982,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
72988,SSI - Colon Surgery: Observed Cases,1
72994,SSI - Abdominal Hysterectomy: Observed Cases,0
73000,MRSA Bacteremia: Observed Cases,4
73006,Clostridium Difficile (C.Diff): Observed Cases,16
73012,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
73018,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73024,SSI - Colon Surgery: Observed Cases,3
73036,MRSA Bacteremia: Observed Cases,1
73042,Clostridium Difficile (C.Diff): Observed Cases,10
73048,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
73054,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
73060,SSI - Colon Surgery: Observed Cases,4
73066,SSI - Abdominal Hysterectomy: Observed Cases,0
73072,MRSA Bacteremia: Observed Cases,0
73078,Clostridium Difficile (C.Diff): Observed Cases,6
73084,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,33
73090,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,23
73096,SSI - Colon Surgery: Observed Cases,15
73102,SSI - Abdominal Hysterectomy: Observed Cases,2
73108,MRSA Bacteremia: Observed Cases,9
73114,Clostridium Difficile (C.Diff): Observed Cases,89
73120,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
73126,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73144,MRSA Bacteremia: Observed Cases,0
73150,Clostridium Difficile (C.Diff): Observed Cases,2
73156,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
73162,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73168,SSI - Colon Surgery: Observed Cases,0
73174,SSI - Abdominal Hysterectomy: Observed Cases,0
73180,MRSA Bacteremia: Observed Cases,0
73186,Clostridium Difficile (C.Diff): Observed Cases,7
73192,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
73198,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
73204,SSI - Colon Surgery: Observed Cases,2
73210,SSI - Abdominal Hysterectomy: Observed Cases,0
73216,MRSA Bacteremia: Observed Cases,1
73222,Clostridium Difficile (C.Diff): Observed Cases,2
73228,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
73234,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73240,SSI - Colon Surgery: Observed Cases,0
73246,SSI - Abdominal Hysterectomy: Observed Cases,0
73252,MRSA Bacteremia: Observed Cases,1
73258,Clostridium Difficile (C.Diff): Observed Cases,3
73300,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
73306,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,11
73312,SSI - Colon Surgery: Observed Cases,6
73318,SSI - Abdominal Hysterectomy: Observed Cases,0
73324,MRSA Bacteremia: Observed Cases,1
73330,Clostridium Difficile (C.Diff): Observed Cases,62
73336,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
73342,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,13
73348,SSI - Colon Surgery: Observed Cases,4
73354,SSI - Abdominal Hysterectomy: Observed Cases,0
73360,MRSA Bacteremia: Observed Cases,6
73366,Clostridium Difficile (C.Diff): Observed Cases,24
73372,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
73378,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
73384,SSI - Colon Surgery: Observed Cases,2
73390,SSI - Abdominal Hysterectomy: Observed Cases,1
73396,MRSA Bacteremia: Observed Cases,0
73402,Clostridium Difficile (C.Diff): Observed Cases,13
73408,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
73414,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
73420,SSI - Colon Surgery: Observed Cases,0
73426,SSI - Abdominal Hysterectomy: Observed Cases,0
73432,MRSA Bacteremia: Observed Cases,2
73438,Clostridium Difficile (C.Diff): Observed Cases,8
73444,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
73450,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,8
73480,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,32
73486,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,52
73492,SSI - Colon Surgery: Observed Cases,34
73498,SSI - Abdominal Hysterectomy: Observed Cases,3
73504,MRSA Bacteremia: Observed Cases,13
73510,Clostridium Difficile (C.Diff): Observed Cases,109
73516,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
73522,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,8
73528,SSI - Colon Surgery: Observed Cases,0
73534,SSI - Abdominal Hysterectomy: Observed Cases,1
73540,MRSA Bacteremia: Observed Cases,2
73546,Clostridium Difficile (C.Diff): Observed Cases,12
73552,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,22
73558,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,23
73564,SSI - Colon Surgery: Observed Cases,1
73570,SSI - Abdominal Hysterectomy: Observed Cases,0
73576,MRSA Bacteremia: Observed Cases,7
73582,Clostridium Difficile (C.Diff): Observed Cases,39
73588,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
73594,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
73600,SSI - Colon Surgery: Observed Cases,0
73606,SSI - Abdominal Hysterectomy: Observed Cases,0
73612,MRSA Bacteremia: Observed Cases,1
73618,Clostridium Difficile (C.Diff): Observed Cases,19
73648,MRSA Bacteremia: Observed Cases,0
73654,Clostridium Difficile (C.Diff): Observed Cases,0
73660,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
73666,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
73672,SSI - Colon Surgery: Observed Cases,2
73678,SSI - Abdominal Hysterectomy: Observed Cases,0
73684,MRSA Bacteremia: Observed Cases,0
73690,Clostridium Difficile (C.Diff): Observed Cases,19
73696,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,21
73702,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,45
73708,SSI - Colon Surgery: Observed Cases,10
73714,SSI - Abdominal Hysterectomy: Observed Cases,3
73720,MRSA Bacteremia: Observed Cases,13
73726,Clostridium Difficile (C.Diff): Observed Cases,58
73732,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,22
73738,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
73744,SSI - Colon Surgery: Observed Cases,6
73750,SSI - Abdominal Hysterectomy: Observed Cases,3
73756,MRSA Bacteremia: Observed Cases,4
73762,Clostridium Difficile (C.Diff): Observed Cases,33
73768,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
73774,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
73780,SSI - Colon Surgery: Observed Cases,1
73786,SSI - Abdominal Hysterectomy: Observed Cases,0
73792,MRSA Bacteremia: Observed Cases,0
73798,Clostridium Difficile (C.Diff): Observed Cases,11
73804,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
73810,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,13
73816,SSI - Colon Surgery: Observed Cases,0
73822,SSI - Abdominal Hysterectomy: Observed Cases,0
73828,MRSA Bacteremia: Observed Cases,1
73834,Clostridium Difficile (C.Diff): Observed Cases,10
73840,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
73846,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73864,MRSA Bacteremia: Observed Cases,0
73870,Clostridium Difficile (C.Diff): Observed Cases,0
73876,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
73882,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73888,SSI - Colon Surgery: Observed Cases,0
73894,SSI - Abdominal Hysterectomy: Observed Cases,0
73900,MRSA Bacteremia: Observed Cases,0
73906,Clostridium Difficile (C.Diff): Observed Cases,2
73912,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
73918,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
73924,SSI - Colon Surgery: Observed Cases,0
73930,SSI - Abdominal Hysterectomy: Observed Cases,0
73936,MRSA Bacteremia: Observed Cases,0
73942,Clostridium Difficile (C.Diff): Observed Cases,1
73972,MRSA Bacteremia: Observed Cases,0
73978,Clostridium Difficile (C.Diff): Observed Cases,0
74128,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
74134,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,11
74140,SSI - Colon Surgery: Observed Cases,2
74146,SSI - Abdominal Hysterectomy: Observed Cases,1
74152,MRSA Bacteremia: Observed Cases,7
74158,Clostridium Difficile (C.Diff): Observed Cases,26
74164,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
74170,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
74176,SSI - Colon Surgery: Observed Cases,0
74182,SSI - Abdominal Hysterectomy: Observed Cases,1
74188,MRSA Bacteremia: Observed Cases,0
74194,Clostridium Difficile (C.Diff): Observed Cases,1
74212,SSI - Colon Surgery: Observed Cases,0
74218,SSI - Abdominal Hysterectomy: Observed Cases,0
74224,MRSA Bacteremia: Observed Cases,0
74230,Clostridium Difficile (C.Diff): Observed Cases,4
74260,MRSA Bacteremia: Observed Cases,0
74266,Clostridium Difficile (C.Diff): Observed Cases,0
74272,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
74278,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
74284,SSI - Colon Surgery: Observed Cases,0
74296,MRSA Bacteremia: Observed Cases,0
74302,Clostridium Difficile (C.Diff): Observed Cases,0
74308,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,19
74314,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,19
74320,SSI - Colon Surgery: Observed Cases,6
74326,SSI - Abdominal Hysterectomy: Observed Cases,1
74332,MRSA Bacteremia: Observed Cases,13
74338,Clostridium Difficile (C.Diff): Observed Cases,26
74344,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,17
74350,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,11
74356,SSI - Colon Surgery: Observed Cases,8
74362,SSI - Abdominal Hysterectomy: Observed Cases,20
74368,MRSA Bacteremia: Observed Cases,13
74374,Clostridium Difficile (C.Diff): Observed Cases,35
74380,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,21
74386,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,20
74392,SSI - Colon Surgery: Observed Cases,14
74398,SSI - Abdominal Hysterectomy: Observed Cases,1
74404,MRSA Bacteremia: Observed Cases,22
74410,Clostridium Difficile (C.Diff): Observed Cases,41
74416,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,10
74422,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
74428,SSI - Colon Surgery: Observed Cases,4
74434,SSI - Abdominal Hysterectomy: Observed Cases,1
74440,MRSA Bacteremia: Observed Cases,5
74446,Clostridium Difficile (C.Diff): Observed Cases,13
74452,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
74458,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
74464,SSI - Colon Surgery: Observed Cases,0
74470,SSI - Abdominal Hysterectomy: Observed Cases,0
74476,MRSA Bacteremia: Observed Cases,1
74482,Clostridium Difficile (C.Diff): Observed Cases,1
74488,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,10
74494,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
74500,SSI - Colon Surgery: Observed Cases,4
74506,SSI - Abdominal Hysterectomy: Observed Cases,2
74512,MRSA Bacteremia: Observed Cases,14
74518,Clostridium Difficile (C.Diff): Observed Cases,14
74524,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
74530,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
74536,SSI - Colon Surgery: Observed Cases,1
74542,SSI - Abdominal Hysterectomy: Observed Cases,0
74548,MRSA Bacteremia: Observed Cases,3
74554,Clostridium Difficile (C.Diff): Observed Cases,30
74560,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
74566,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
74572,SSI - Colon Surgery: Observed Cases,0
74578,SSI - Abdominal Hysterectomy: Observed Cases,0
74584,MRSA Bacteremia: Observed Cases,0
74590,Clostridium Difficile (C.Diff): Observed Cases,7
74596,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
74602,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
74608,SSI - Colon Surgery: Observed Cases,0
74614,SSI - Abdominal Hysterectomy: Observed Cases,0
74620,MRSA Bacteremia: Observed Cases,0
74626,Clostridium Difficile (C.Diff): Observed Cases,1
74632,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
74638,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
74644,SSI - Colon Surgery: Observed Cases,0
74656,MRSA Bacteremia: Observed Cases,0
74662,Clostridium Difficile (C.Diff): Observed Cases,0
74668,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
74674,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
74680,SSI - Colon Surgery: Observed Cases,0
74686,SSI - Abdominal Hysterectomy: Observed Cases,0
74692,MRSA Bacteremia: Observed Cases,0
74698,Clostridium Difficile (C.Diff): Observed Cases,7
74704,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
74710,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
74716,SSI - Colon Surgery: Observed Cases,0
74722,SSI - Abdominal Hysterectomy: Observed Cases,0
74728,MRSA Bacteremia: Observed Cases,0
74734,Clostridium Difficile (C.Diff): Observed Cases,0
74740,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,23
74746,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,16
74752,SSI - Colon Surgery: Observed Cases,23
74758,SSI - Abdominal Hysterectomy: Observed Cases,1
74764,MRSA Bacteremia: Observed Cases,24
74770,Clostridium Difficile (C.Diff): Observed Cases,124
74776,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,9
74782,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
74788,SSI - Colon Surgery: Observed Cases,4
74794,SSI - Abdominal Hysterectomy: Observed Cases,1
74800,MRSA Bacteremia: Observed Cases,10
74806,Clostridium Difficile (C.Diff): Observed Cases,12
74812,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,58
74818,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,70
74824,SSI - Colon Surgery: Observed Cases,14
74830,SSI - Abdominal Hysterectomy: Observed Cases,2
74836,MRSA Bacteremia: Observed Cases,17
74842,Clostridium Difficile (C.Diff): Observed Cases,91
74848,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
74854,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
74860,SSI - Colon Surgery: Observed Cases,4
74866,SSI - Abdominal Hysterectomy: Observed Cases,1
74872,MRSA Bacteremia: Observed Cases,11
74878,Clostridium Difficile (C.Diff): Observed Cases,27
74884,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,66
74890,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
74896,SSI - Colon Surgery: Observed Cases,19
74902,SSI - Abdominal Hysterectomy: Observed Cases,3
74908,MRSA Bacteremia: Observed Cases,19
74914,Clostridium Difficile (C.Diff): Observed Cases,47
74920,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
74926,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
74932,SSI - Colon Surgery: Observed Cases,1
74938,SSI - Abdominal Hysterectomy: Observed Cases,0
74944,MRSA Bacteremia: Observed Cases,1
74950,Clostridium Difficile (C.Diff): Observed Cases,7
74956,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
74962,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
74968,SSI - Colon Surgery: Observed Cases,1
74974,SSI - Abdominal Hysterectomy: Observed Cases,0
74980,MRSA Bacteremia: Observed Cases,0
74986,Clostridium Difficile (C.Diff): Observed Cases,9
74992,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
74998,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
75004,SSI - Colon Surgery: Observed Cases,0
75010,SSI - Abdominal Hysterectomy: Observed Cases,0
75016,MRSA Bacteremia: Observed Cases,0
75022,Clostridium Difficile (C.Diff): Observed Cases,2
75028,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75034,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
75040,SSI - Colon Surgery: Observed Cases,13
75046,SSI - Abdominal Hysterectomy: Observed Cases,3
75052,MRSA Bacteremia: Observed Cases,4
75058,Clostridium Difficile (C.Diff): Observed Cases,15
75064,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75070,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
75100,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,10
75106,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,24
75112,SSI - Colon Surgery: Observed Cases,4
75118,SSI - Abdominal Hysterectomy: Observed Cases,0
75124,MRSA Bacteremia: Observed Cases,8
75130,Clostridium Difficile (C.Diff): Observed Cases,29
75136,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75142,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75148,SSI - Colon Surgery: Observed Cases,0
75154,SSI - Abdominal Hysterectomy: Observed Cases,0
75160,MRSA Bacteremia: Observed Cases,1
75166,Clostridium Difficile (C.Diff): Observed Cases,1
75172,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,16
75178,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,14
75184,SSI - Colon Surgery: Observed Cases,5
75190,SSI - Abdominal Hysterectomy: Observed Cases,1
75196,MRSA Bacteremia: Observed Cases,12
75202,Clostridium Difficile (C.Diff): Observed Cases,72
75214,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75232,MRSA Bacteremia: Observed Cases,0
75238,Clostridium Difficile (C.Diff): Observed Cases,0
75244,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
75250,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
75256,SSI - Colon Surgery: Observed Cases,0
75262,SSI - Abdominal Hysterectomy: Observed Cases,0
75268,MRSA Bacteremia: Observed Cases,2
75274,Clostridium Difficile (C.Diff): Observed Cases,1
75280,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
75286,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
75292,SSI - Colon Surgery: Observed Cases,2
75298,SSI - Abdominal Hysterectomy: Observed Cases,4
75304,MRSA Bacteremia: Observed Cases,3
75310,Clostridium Difficile (C.Diff): Observed Cases,13
75316,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,14
75322,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,12
75328,SSI - Colon Surgery: Observed Cases,6
75334,SSI - Abdominal Hysterectomy: Observed Cases,0
75340,MRSA Bacteremia: Observed Cases,8
75346,Clostridium Difficile (C.Diff): Observed Cases,24
75376,MRSA Bacteremia: Observed Cases,0
75382,Clostridium Difficile (C.Diff): Observed Cases,0
75388,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75394,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
75400,SSI - Colon Surgery: Observed Cases,1
75406,SSI - Abdominal Hysterectomy: Observed Cases,0
75412,MRSA Bacteremia: Observed Cases,0
75418,Clostridium Difficile (C.Diff): Observed Cases,0
75424,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75430,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
75436,SSI - Colon Surgery: Observed Cases,1
75442,SSI - Abdominal Hysterectomy: Observed Cases,0
75448,MRSA Bacteremia: Observed Cases,0
75454,Clostridium Difficile (C.Diff): Observed Cases,0
75484,MRSA Bacteremia: Observed Cases,0
75490,Clostridium Difficile (C.Diff): Observed Cases,1
75496,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
75502,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
75508,SSI - Colon Surgery: Observed Cases,7
75514,SSI - Abdominal Hysterectomy: Observed Cases,3
75520,MRSA Bacteremia: Observed Cases,3
